10_0.5_0.5_1_[2]_tournament_averaging,154,621.7634403705597
10_0.5_0.5_1_[2]_tournament_one_point,124,115.2462592124939
10_0.5_0.25_1_[2]_proportional_averaging,539,2710.53613114357
10_0.5_0.75_1_[2]_proportional_averaging,101,71.89163827896118
10_0.25_0.5_1_[2]_proportional_averaging,875,2292.0706305503845
10_0.75_0.5_1_[2]_proportional_averaging,45,58.53807020187378
10_0.75_0.25_1_[2]_proportional_averaging,158,431.4399356842041
10_0.75_0.75_1_[2]_proportional_averaging,46,52.978060722351074
10_0.75_0.75_1_[2]_proportional_averaging,32,39.28366541862488
10_0.75_0.5_1_[2]_proportional_averaging,55,54.626030921936035
10_0.25_0.75_1_[2]_proportional_averaging,137,974.6665589809418
10_0.25_0.25_1_[2]_proportional_averaging,912,43821.484001874924
10_0.5_0.25_1_[2]_proportional_averaging,7,18.84138798713684
